ID,SEASON,CITY,CITY_Corrrected,TEAM1,TEAM1_MODEL,TEAM2,TEAM2_MODEL,TOSS_WINNER,TOSS_DECISION,RESULT,WINNER,WIN_BY_RUNS
1,2017,Hyderabad,SRH,SRH,1,RCB,0,RCB,field,normal,SRH,35
2,2017,Pune,RPS,MI,1,RPS,0,RPS,field,normal,RPS,0
3,2017,Rajkot,GL,GL,1,KKR,0,KKR,field,normal,KKR,0
4,2017,Indore,Indore,RPS,1,KXIP,0,KXIP,field,normal,KXIP,0
5,2017,Bangalore,RCB,RCB,1,DD,0,RCB,bat,normal,RCB,15
6,2017,Hyderabad,SRH,GL,1,SRH,0,SRH,field,normal,SRH,0
7,2017,Mumbai,MI,KKR,1,MI,0,MI,field,normal,MI,0
8,2017,Indore,Indore,RCB,1,KXIP,0,RCB,bat,normal,KXIP,0
9,2017,Pune,RPS,DD,1,RPS,0,RPS,field,normal,DD,97
10,2017,Mumbai,MI,SRH,1,MI,0,MI,field,normal,MI,0
11,2017,Kolkata,KKR,KXIP,1,KKR,0,KKR,field,normal,KKR,0
12,2017,Bangalore,RCB,RCB,1,MI,0,MI,field,normal,MI,0
13,2017,Rajkot,GL,RPS,1,GL,0,GL,field,normal,GL,0
14,2017,Kolkata,KKR,KKR,1,SRH,0,SRH,field,normal,KKR,17
15,2017,Delhi,DD,DD,1,KXIP,0,DD,bat,normal,DD,51
16,2017,Mumbai,MI,GL,1,MI,0,MI,field,normal,MI,0
17,2017,Bangalore,RCB,RPS,1,RCB,0,RCB,field,normal,RPS,27
18,2017,Delhi,DD,DD,1,KKR,0,DD,bat,normal,KKR,0
19,2017,Hyderabad,SRH,SRH,1,KXIP,0,KXIP,field,normal,SRH,5
20,2017,Rajkot,GL,RCB,1,GL,0,GL,field,normal,RCB,21
21,2017,Hyderabad,SRH,SRH,1,DD,0,SRH,bat,normal,SRH,15
22,2017,Indore,Indore,KXIP,1,MI,0,MI,field,normal,MI,0
23,2017,Kolkata,KKR,KKR,1,GL,0,GL,field,normal,GL,0
24,2017,Mumbai,MI,MI,1,DD,0,DD,field,normal,MI,14
25,2017,Pune,RPS,SRH,1,RPS,0,RPS,field,normal,RPS,0
26,2017,Rajkot,GL,KXIP,1,GL,0,GL,field,normal,KXIP,26
27,2017,Kolkata,KKR,KKR,1,RCB,0,RCB,field,normal,KKR,82
28,2017,Mumbai,MI,RPS,1,MI,0,MI,field,normal,RPS,3
29,2017,Pune,RPS,RPS,1,KKR,0,KKR,field,normal,KKR,0
30,2017,Bangalore,RCB,RCB,1,GL,0,GL,field,normal,GL,0
31,2017,Kolkata,KKR,DD,1,KKR,0,KKR,field,normal,KKR,0
32,2017,Chandigarh,KXIP,SRH,1,KXIP,0,KXIP,field,normal,SRH,26
33,2017,Pune,RPS,RPS,1,RCB,0,RCB,field,normal,RPS,61
34,2017,Rajkot,GL,GL,1,MI,0,GL,bat,tie,MI,0
35,2017,Chandigarh,KXIP,DD,1,KXIP,0,KXIP,field,normal,KXIP,0
36,2017,Hyderabad,SRH,SRH,1,KKR,0,KKR,field,normal,SRH,48
37,2017,Mumbai,MI,RCB,1,MI,0,RCB,bat,normal,MI,0
38,2017,Pune,RPS,GL,1,RPS,0,RPS,field,normal,RPS,0
39,2017,Delhi,DD,SRH,1,DD,0,DD,field,normal,DD,0
40,2017,Kolkata,KKR,KKR,1,RPS,0,RPS,field,normal,RPS,0
41,2017,Delhi,DD,GL,1,DD,0,DD,field,normal,DD,0
42,2017,Bangalore,RCB,KXIP,1,RCB,0,RCB,field,normal,KXIP,19
43,2017,Hyderabad,SRH,RPS,1,SRH,0,SRH,field,normal,RPS,12
44,2017,Delhi,DD,MI,1,DD,0,DD,field,normal,MI,146
45,2017,Bangalore,RCB,RCB,1,KKR,0,KKR,field,normal,KKR,0
46,2017,Chandigarh,KXIP,KXIP,1,GL,0,GL,field,normal,GL,0
47,2017,Hyderabad,SRH,MI,1,SRH,0,MI,bat,normal,SRH,0
48,2017,Chandigarh,KXIP,KXIP,1,KKR,0,KKR,field,normal,KXIP,14
49,2017,Kanpur,Kanpur,GL,1,DD,0,DD,field,normal,DD,0
50,2017,Mumbai,MI,KXIP,1,MI,0,MI,field,normal,KXIP,7
51,2017,Delhi,DD,DD,1,RPS,0,DD,bat,normal,DD,7
52,2017,Kanpur,Kanpur,GL,1,SRH,0,SRH,field,normal,SRH,0
53,2017,Kolkata,KKR,MI,1,KKR,0,KKR,field,normal,MI,9
54,2017,Pune,RPS,KXIP,1,RPS,0,RPS,field,normal,RPS,0
55,2017,Delhi,DD,RCB,1,DD,0,RCB,bat,normal,RCB,10
56,2017,Mumbai,MI,RPS,1,MI,0,MI,field,normal,RPS,20
57,2017,Bangalore,RCB,SRH,1,KKR,0,KKR,field,normal,KKR,0
58,2017,Bangalore,RCB,KKR,1,MI,0,MI,field,normal,MI,0
59,2017,Hyderabad,SRH,MI,1,RPS,0,MI,bat,normal,MI,1
60,2008,Bangalore,RCB,KKR,1,RCB,0,RCB,field,normal,KKR,140
61,2008,Chandigarh,KXIP,CSK,1,KXIP,0,CSK,bat,normal,CSK,33
62,2008,Delhi,DD,RR,1,DD,0,RR,bat,normal,DD,0
63,2008,Mumbai,MI,MI,1,RCB,0,MI,bat,normal,RCB,0
64,2008,Kolkata,KKR,DC,1,KKR,0,DC,bat,normal,KKR,0
65,2008,Jaipur,RR,KXIP,1,RR,0,KXIP,bat,normal,RR,0
66,2008,Hyderabad,SRH,DC,1,DD,0,DC,bat,normal,DD,0
67,2008,Chennai,CSK,CSK,1,MI,0,MI,field,normal,CSK,6
68,2008,Hyderabad,SRH,DC,1,RR,0,RR,field,normal,RR,0
69,2008,Chandigarh,KXIP,KXIP,1,MI,0,MI,field,normal,KXIP,66
70,2008,Bangalore,RCB,RCB,1,RR,0,RR,field,normal,RR,0
71,2008,Chennai,CSK,KKR,1,CSK,0,KKR,bat,normal,CSK,0
72,2008,Mumbai,MI,MI,1,DC,0,DC,field,normal,DC,0
73,2008,Chandigarh,KXIP,DD,1,KXIP,0,DD,bat,normal,KXIP,0
74,2008,Bangalore,RCB,CSK,1,RCB,0,CSK,bat,normal,CSK,13
75,2008,Kolkata,KKR,KKR,1,MI,0,KKR,bat,normal,MI,0
76,2008,Delhi,DD,DD,1,RCB,0,RCB,field,normal,DD,10
77,2008,Hyderabad,SRH,DC,1,KXIP,0,KXIP,field,normal,KXIP,0
78,2008,Jaipur,RR,RR,1,KKR,0,RR,bat,normal,RR,45
79,2008,Chennai,CSK,CSK,1,DD,0,CSK,bat,normal,DD,0
80,2008,Hyderabad,SRH,DC,1,RCB,0,DC,bat,normal,RCB,0
81,2008,Chandigarh,KXIP,KXIP,1,KKR,0,KXIP,bat,normal,KXIP,9
82,2008,Mumbai,MI,MI,1,DD,0,DD,field,normal,MI,29
83,2008,Jaipur,RR,CSK,1,RR,0,CSK,bat,normal,RR,0
84,2008,Bangalore,RCB,RCB,1,KXIP,0,KXIP,field,normal,KXIP,0
85,2008,Chennai,CSK,CSK,1,DC,0,DC,field,normal,DC,0
86,2008,Mumbai,MI,RR,1,MI,0,MI,field,normal,MI,0
87,2008,Delhi,DD,DD,1,CSK,0,CSK,field,normal,CSK,0
88,2008,Kolkata,KKR,KKR,1,RCB,0,KKR,bat,normal,KKR,5
89,2008,Jaipur,RR,DC,1,RR,0,RR,field,normal,RR,0
90,2008,Bangalore,RCB,RCB,1,MI,0,MI,field,normal,MI,0
91,2008,Chennai,CSK,CSK,1,KXIP,0,KXIP,field,normal,CSK,18
92,2008,Hyderabad,SRH,KKR,1,DC,0,KKR,bat,normal,KKR,23
93,2008,Jaipur,RR,DD,1,RR,0,RR,field,normal,RR,0
94,2008,Chandigarh,KXIP,RCB,1,KXIP,0,RCB,bat,normal,KXIP,0
95,2008,Kolkata,KKR,KKR,1,DD,0,KKR,bat,normal,KKR,23
96,2008,Mumbai,MI,CSK,1,MI,0,MI,field,normal,MI,0
97,2008,Chandigarh,KXIP,KXIP,1,RR,0,RR,field,normal,KXIP,41
98,2008,Delhi,DD,DD,1,DC,0,DC,field,normal,DD,12
99,2008,Mumbai,MI,KKR,1,MI,0,MI,field,normal,MI,0
100,2008,Delhi,DD,DD,1,KXIP,0,DD,bat,normal,KXIP,6
101,2008,Jaipur,RR,RR,1,RCB,0,RCB,field,normal,RR,65
102,2008,Hyderabad,SRH,MI,1,DC,0,DC,field,normal,MI,25
103,2008,Kolkata,KKR,KKR,1,CSK,0,KKR,bat,normal,CSK,3
104,2008,Bangalore,RCB,RCB,1,DD,0,DD,field,normal,DD,0
105,2008,Kolkata,KKR,KKR,1,RR,0,RR,field,normal,RR,0
106,2008,Mumbai,MI,KXIP,1,MI,0,MI,field,normal,KXIP,1
107,2008,Chennai,CSK,RCB,1,CSK,0,RCB,bat,normal,RCB,14
108,2008,Chandigarh,KXIP,DC,1,KXIP,0,KXIP,field,normal,KXIP,0
109,2008,Delhi,DD,MI,1,DD,0,DD,field,normal,DD,0
110,2008,Chennai,CSK,RR,1,CSK,0,RR,bat,normal,RR,10
111,2008,Bangalore,RCB,RCB,1,DC,0,DC,field,normal,RCB,3
112,2008,Kolkata,KKR,KXIP,1,KKR,0,KXIP,bat,normal,KKR,0
113,2008,Jaipur,RR,MI,1,RR,0,RR,field,normal,RR,0
114,2008,Hyderabad,SRH,DC,1,CSK,0,DC,bat,normal,CSK,0
115,2008,Mumbai,MI,RR,1,DD,0,DD,field,normal,RR,105
116,2008,Mumbai,MI,KXIP,1,CSK,0,KXIP,bat,normal,CSK,0
117,2008,Mumbai,MI,CSK,1,RR,0,RR,field,normal,RR,0
118,2009,Cape Town,Cape Town,MI,1,CSK,0,CSK,field,normal,MI,19
119,2009,Cape Town,Cape Town,RCB,1,RR,0,RCB,bat,normal,RCB,75
120,2009,Cape Town,Cape Town,KXIP,1,DD,0,DD,field,normal,DD,0
121,2009,Cape Town,Cape Town,KKR,1,DC,0,KKR,bat,normal,DC,0
122,2009,Port Elizabeth,Port Elizabeth,CSK,1,RCB,0,CSK,bat,normal,CSK,92
123,2009,Durban,Durban,KXIP,1,KKR,0,KKR,field,normal,KKR,11
124,2009,Cape Town,Cape Town,DC,1,RCB,0,DC,bat,normal,DC,24
125,2009,Durban,Durban,DD,1,CSK,0,DD,bat,normal,DD,9
126,2009,Cape Town,Cape Town,RR,1,KKR,0,KKR,field,tie,RR,0
127,2009,Durban,Durban,RCB,1,KXIP,0,RCB,bat,normal,KXIP,0
128,2009,Durban,Durban,DC,1,MI,0,DC,bat,normal,DC,12
129,2009,Port Elizabeth,Port Elizabeth,RCB,1,DD,0,RCB,bat,normal,DD,0
130,2009,Cape Town,Cape Town,KXIP,1,RR,0,KXIP,bat,normal,KXIP,27
131,2009,Durban,Durban,CSK,1,DC,0,DC,field,normal,DC,0
132,2009,Port Elizabeth,Port Elizabeth,MI,1,KKR,0,MI,bat,normal,MI,92
133,2009,Centurion,Centurion,DD,1,RR,0,DD,bat,normal,RR,0
134,2009,Durban,Durban,KKR,1,RCB,0,KKR,bat,normal,RCB,0
135,2009,Durban,Durban,KXIP,1,MI,0,KXIP,bat,normal,KXIP,3
136,2009,Centurion,Centurion,DC,1,DD,0,DD,field,normal,DD,0
137,2009,Centurion,Centurion,CSK,1,RR,0,RR,field,normal,CSK,38
138,2009,East London,East London,MI,1,KKR,0,MI,bat,normal,MI,9
139,2009,Durban,Durban,RCB,1,KXIP,0,RCB,bat,normal,RCB,8
140,2009,Port Elizabeth,Port Elizabeth,DC,1,RR,0,DC,bat,normal,RR,0
141,2009,Johannesburg,Johannesburg,CSK,1,DD,0,DD,field,normal,CSK,18
142,2009,Port Elizabeth,Port Elizabeth,KKR,1,KXIP,0,KKR,bat,normal,KXIP,0
143,2009,Johannesburg,Johannesburg,MI,1,RCB,0,MI,bat,normal,RCB,0
144,2009,East London,East London,CSK,1,DC,0,CSK,bat,normal,CSK,78
145,2009,Durban,Durban,RR,1,KXIP,0,KXIP,field,normal,RR,78
146,2009,Durban,Durban,KKR,1,DD,0,KKR,bat,normal,DD,0
147,2009,Centurion,Centurion,DC,1,MI,0,DC,bat,normal,DC,19
148,2009,Centurion,Centurion,RCB,1,RR,0,RR,field,normal,RR,0
149,2009,Centurion,Centurion,CSK,1,KXIP,0,CSK,bat,normal,CSK,12
150,2009,East London,East London,MI,1,DD,0,MI,bat,normal,DD,0
151,2009,Kimberley,Kimberley,DC,1,KXIP,0,KXIP,field,normal,KXIP,0
152,2009,Kimberley,Kimberley,RR,1,CSK,0,RR,bat,normal,CSK,0
153,2009,Port Elizabeth,Port Elizabeth,MI,1,RCB,0,MI,bat,normal,MI,16
154,2009,Johannesburg,Johannesburg,KKR,1,DD,0,DD,field,normal,DD,0
155,2009,Kimberley,Kimberley,DC,1,RR,0,DC,bat,normal,DC,53
156,2009,Centurion,Centurion,KKR,1,RCB,0,RCB,field,normal,RCB,0
157,2009,Centurion,Centurion,KXIP,1,MI,0,KXIP,bat,normal,MI,0
158,2009,Durban,Durban,DD,1,DC,0,DC,field,normal,DD,12
159,2009,Durban,Durban,CSK,1,RCB,0,CSK,bat,normal,RCB,0
160,2009,Durban,Durban,RR,1,MI,0,RR,bat,normal,RR,2
161,2009,Bloemfontein,Bloemfontein,DD,1,KXIP,0,KXIP,field,normal,KXIP,0
162,2009,Port Elizabeth,Port Elizabeth,MI,1,CSK,0,MI,bat,normal,CSK,0
163,2009,Johannesburg,Johannesburg,KKR,1,DC,0,DC,field,normal,DC,0
164,2009,Johannesburg,Johannesburg,KXIP,1,DC,0,DC,field,normal,KXIP,1
165,2009,Bloemfontein,Bloemfontein,DD,1,RR,0,DD,bat,normal,DD,14
166,2009,Centurion,Centurion,CSK,1,KKR,0,CSK,bat,normal,KKR,0
167,2009,Johannesburg,Johannesburg,DD,1,RCB,0,DD,bat,normal,RCB,0
168,2009,Durban,Durban,RR,1,KKR,0,KKR,field,normal,KKR,0
169,2009,Durban,Durban,CSK,1,KXIP,0,CSK,bat,normal,CSK,24
170,2009,Centurion,Centurion,MI,1,DD,0,DD,field,normal,DD,0
171,2009,Centurion,Centurion,RCB,1,DC,0,RCB,bat,normal,RCB,12
172,2009,Centurion,Centurion,DD,1,DC,0,DC,field,normal,DC,0
173,2009,Johannesburg,Johannesburg,CSK,1,RCB,0,RCB,field,normal,RCB,0
174,2009,Johannesburg,Johannesburg,DC,1,RCB,0,RCB,field,normal,DC,6
175,2010,Mumbai,MI,KKR,1,DC,0,DC,field,normal,KKR,11
176,2010,Mumbai,MI,MI,1,RR,0,MI,bat,normal,MI,4
177,2010,Chandigarh,KXIP,KXIP,1,DD,0,DD,field,normal,DD,0
178,2010,Kolkata,KKR,RCB,1,KKR,0,KKR,field,normal,KKR,0
179,2010,Chennai,CSK,DC,1,CSK,0,DC,bat,normal,DC,31
180,2010,Ahmedabad,Ahmedabad,RR,1,DD,0,DD,field,normal,DD,0
181,2010,Bangalore,RCB,KXIP,1,RCB,0,KXIP,bat,normal,RCB,0
182,2010,Kolkata,KKR,CSK,1,KKR,0,CSK,bat,normal,CSK,55
183,2010,Delhi,DD,MI,1,DD,0,DD,field,normal,MI,98
184,2010,Bangalore,RCB,RR,1,RCB,0,RCB,field,normal,RCB,0
185,2010,Delhi,DD,DD,1,CSK,0,DD,bat,normal,CSK,0
186,2010,Cuttack,Cuttack,DC,1,KXIP,0,KXIP,field,normal,DC,6
187,2010,Ahmedabad,Ahmedabad,RR,1,KKR,0,RR,bat,normal,RR,34
188,2010,Mumbai,MI,MI,1,RCB,0,MI,bat,normal,RCB,0
189,2010,Cuttack,Cuttack,DC,1,DD,0,DC,bat,normal,DC,10
190,2010,Chennai,CSK,KXIP,1,CSK,0,CSK,field,tie,KXIP,0
191,2010,Mumbai,MI,KKR,1,MI,0,KKR,bat,normal,MI,0
192,2010,Bangalore,RCB,RCB,1,CSK,0,CSK,field,normal,RCB,36
193,2010,Chandigarh,KXIP,RR,1,KXIP,0,KXIP,field,normal,RR,31
194,2010,Mumbai,MI,CSK,1,MI,0,MI,field,normal,MI,0
195,2010,Ahmedabad,Ahmedabad,DC,1,RR,0,DC,bat,normal,RR,0
196,2010,Chandigarh,KXIP,KKR,1,KXIP,0,KKR,bat,normal,KKR,39
197,2010,Bangalore,RCB,DD,1,RCB,0,RCB,field,normal,DD,17
198,2010,Ahmedabad,Ahmedabad,RR,1,CSK,0,RR,bat,normal,RR,17
199,2010,Mumbai,MI,MI,1,DC,0,DC,field,normal,MI,41
200,2010,Delhi,DD,DD,1,KKR,0,DD,bat,normal,DD,40
201,2010,Mumbai,MI,KXIP,1,MI,0,MI,field,normal,MI,0
202,2010,Chennai,CSK,RCB,1,CSK,0,RCB,bat,normal,CSK,0
203,2010,Delhi,DD,DD,1,RR,0,DD,bat,normal,DD,67
204,2010,Kolkata,KKR,KKR,1,DC,0,KKR,bat,normal,KKR,24
205,2010,Chandigarh,KXIP,KXIP,1,RCB,0,KXIP,bat,normal,RCB,0
206,2010,Chennai,CSK,CSK,1,RR,0,CSK,bat,normal,CSK,23
207,2010,Mumbai,MI,MI,1,DC,0,MI,bat,normal,MI,63
208,2010,Kolkata,KKR,KKR,1,KXIP,0,KKR,bat,normal,KXIP,0
209,2010,Delhi,DD,DD,1,RCB,0,DD,bat,normal,DD,37
210,2010,Nagpur,Nagpur,RR,1,DC,0,RR,bat,normal,RR,2
211,2010,Chennai,CSK,CSK,1,MI,0,CSK,bat,normal,CSK,24
212,2010,Jaipur,RR,KXIP,1,RR,0,KXIP,bat,normal,RR,0
213,2010,Kolkata,KKR,KKR,1,DD,0,KKR,bat,normal,KKR,14
214,2010,Bangalore,RCB,RCB,1,DC,0,DC,field,normal,DC,0
215,2010,Chandigarh,KXIP,MI,1,KXIP,0,MI,bat,normal,KXIP,0
216,2010,Nagpur,Nagpur,CSK,1,DC,0,CSK,bat,normal,DC,0
217,2010,Bangalore,RCB,KKR,1,RCB,0,RCB,field,normal,RCB,0
218,2010,Delhi,DD,DD,1,KXIP,0,DD,bat,normal,KXIP,0
219,2010,Jaipur,RR,MI,1,RR,0,RR,field,normal,MI,37
220,2010,Nagpur,Nagpur,DC,1,RCB,0,RCB,field,normal,DC,13
221,2010,Mumbai,MI,MI,1,DD,0,MI,bat,normal,MI,39
222,2010,Chennai,CSK,KKR,1,CSK,0,KKR,bat,normal,CSK,0
223,2010,Jaipur,RR,RR,1,RCB,0,RR,bat,normal,RCB,0
224,2010,Chennai,CSK,CSK,1,DD,0,CSK,bat,normal,DD,0
225,2010,Dharamsala,Dharamsala,KXIP,1,DC,0,DC,field,normal,DC,0
226,2010,Bangalore,RCB,MI,1,RCB,0,RCB,field,normal,MI,57
227,2010,Kolkata,KKR,RR,1,KKR,0,RR,bat,normal,KKR,0
228,2010,Dharamsala,Dharamsala,KXIP,1,CSK,0,CSK,field,normal,CSK,0
229,2010,Delhi,DD,DC,1,DD,0,DC,bat,normal,DC,11
230,2010,Kolkata,KKR,MI,1,KKR,0,MI,bat,normal,KKR,0
231,2010,Mumbai,MI,MI,1,RCB,0,MI,bat,normal,MI,35
232,2010,Mumbai,MI,CSK,1,DC,0,CSK,bat,normal,CSK,38
233,2010,Mumbai,MI,DC,1,RCB,0,DC,bat,normal,RCB,0
234,2010,Mumbai,MI,CSK,1,MI,0,CSK,bat,normal,CSK,22
235,2011,Chennai,CSK,CSK,1,KKR,0,CSK,bat,normal,CSK,2
236,2011,Hyderabad,SRH,DC,1,RR,0,RR,field,normal,RR,0
237,2011,Kochi,Kochi,KTK,1,RCB,0,KTK,bat,normal,RCB,0
238,2011,Delhi,DD,DD,1,MI,0,DD,bat,normal,MI,0
239,2011,Mumbai,MI,KXIP,1,PW,0,KXIP,bat,normal,PW,0
240,2011,Kolkata,KKR,KKR,1,DC,0,KKR,bat,normal,KKR,9
241,2011,Jaipur,RR,DD,1,RR,0,DD,bat,normal,RR,0
242,2011,Bangalore,RCB,RCB,1,MI,0,MI,field,normal,MI,0
243,2011,Chandigarh,KXIP,CSK,1,KXIP,0,KXIP,field,normal,KXIP,0
244,2011,Mumbai,MI,KTK,1,PW,0,KTK,bat,normal,PW,0
245,2011,Hyderabad,SRH,DC,1,RCB,0,RCB,field,normal,DC,33
246,2011,Jaipur,RR,RR,1,KKR,0,KKR,field,normal,KKR,0
247,2011,Mumbai,MI,MI,1,KTK,0,KTK,field,normal,KTK,0
248,2011,Chennai,CSK,CSK,1,RCB,0,CSK,bat,normal,CSK,21
249,2011,Hyderabad,SRH,DC,1,KXIP,0,KXIP,field,normal,KXIP,0
