ID,SEASON,CITY,CITY_Corrrected,TEAM1,TEAM1_MODEL,TEAM2,TEAM2_MODEL,TOSS_WINNER,TOSS_DECISION,RESULT,WINNER,WIN_BY_RUNS
507,2014,Ranchi,Ranchi,CSK,1,SRH,0,SRH,field,normal,SRH,0
508,2014,Mumbai,MI,MI,1,DD,0,DD,field,normal,MI,15
509,2014,Chandigarh,KXIP,KXIP,1,RR,0,RR,field,normal,KXIP,16
510,2014,Bangalore,RCB,RCB,1,CSK,0,CSK,field,normal,CSK,0
511,2014,Kolkata,KKR,SRH,1,KKR,0,KKR,field,normal,KKR,0
512,2014,Chandigarh,KXIP,DD,1,KXIP,0,KXIP,field,normal,KXIP,0
513,2014,Mumbai,MI,RR,1,MI,0,MI,field,normal,MI,0
514,2014,Kolkata,KKR,KKR,1,KXIP,0,KXIP,field,normal,KKR,28
515,2014,Mumbai,MI,MI,1,CSK,0,CSK,field,normal,CSK,0
516,2014,Mumbai,MI,KXIP,1,CSK,0,CSK,field,normal,KXIP,24
517,2014,Bangalore,RCB,KXIP,1,KKR,0,KKR,field,normal,KKR,0
518,2015,Kolkata,KKR,MI,1,KKR,0,KKR,field,normal,KKR,0
519,2015,Chennai,CSK,CSK,1,DD,0,DD,field,normal,CSK,1
520,2015,Pune,RPS,RR,1,KXIP,0,KXIP,field,normal,RR,26
521,2015,Chennai,CSK,CSK,1,SRH,0,CSK,bat,normal,CSK,45
522,2015,Kolkata,KKR,KKR,1,RCB,0,RCB,field,normal,RCB,0
523,2015,Delhi,DD,DD,1,RR,0,RR,field,normal,RR,0
524,2015,Mumbai,MI,KXIP,1,MI,0,MI,field,normal,KXIP,18
525,2015,Bangalore,RCB,RCB,1,SRH,0,SRH,field,normal,SRH,0
526,2015,Ahmedabad,Ahmedabad,MI,1,RR,0,MI,bat,normal,RR,0
527,2015,Kolkata,KKR,CSK,1,KKR,0,KKR,field,normal,KKR,0
528,2015,Pune,RPS,KXIP,1,DD,0,KXIP,bat,normal,DD,0
529,2015,Visakhapatnam,Visakhapatnam,SRH,1,RR,0,RR,field,normal,RR,0
530,2015,Mumbai,MI,MI,1,CSK,0,MI,bat,normal,CSK,0
531,2015,Visakhapatnam,Visakhapatnam,DD,1,SRH,0,DD,bat,normal,DD,4
532,2015,Pune,RPS,KXIP,1,KKR,0,KKR,field,normal,KKR,0
533,2015,Ahmedabad,Ahmedabad,CSK,1,RR,0,CSK,bat,normal,RR,0
534,2015,Bangalore,RCB,MI,1,RCB,0,RCB,field,normal,MI,18
535,2015,Delhi,DD,DD,1,KKR,0,KKR,field,normal,KKR,0
536,2015,Ahmedabad,Ahmedabad,RR,1,KXIP,0,KXIP,field,tie,KXIP,0
537,2015,Visakhapatnam,Visakhapatnam,SRH,1,KKR,0,KKR,field,normal,SRH,16
538,2015,Bangalore,RCB,CSK,1,RCB,0,RCB,field,normal,CSK,27
539,2015,Delhi,DD,DD,1,MI,0,MI,field,normal,DD,37
540,2015,Ahmedabad,Ahmedabad,RR,1,RCB,0,RCB,field,normal,RCB,0
541,2015,Mumbai,MI,MI,1,SRH,0,MI,bat,normal,MI,20
542,2015,Chennai,CSK,CSK,1,KXIP,0,CSK,bat,normal,CSK,97
543,2015,Delhi,DD,DD,1,RCB,0,RCB,field,normal,RCB,0
544,2015,Chandigarh,KXIP,SRH,1,KXIP,0,KXIP,field,normal,SRH,20
545,2015,Kolkata,KKR,KKR,1,DD,0,KKR,bat,normal,KKR,13
546,2015,Bangalore,RCB,RCB,1,RR,0,RR,field,no result,,0
547,2015,Chennai,CSK,CSK,1,KKR,0,KKR,field,normal,CSK,2
548,2015,Delhi,DD,KXIP,1,DD,0,DD,field,normal,DD,0
549,2015,Mumbai,MI,MI,1,RR,0,RR,field,normal,MI,8
550,2015,Bangalore,RCB,KKR,1,RCB,0,RCB,field,normal,RCB,0
551,2015,Hyderabad,SRH,SRH,1,CSK,0,CSK,field,normal,SRH,22
552,2015,Chandigarh,KXIP,MI,1,KXIP,0,MI,bat,normal,MI,23
553,2015,Mumbai,MI,RR,1,DD,0,DD,field,normal,RR,14
554,2015,Chennai,CSK,CSK,1,RCB,0,CSK,bat,normal,CSK,24
555,2015,Kolkata,KKR,KKR,1,SRH,0,SRH,field,normal,KKR,35
556,2015,Mumbai,MI,DD,1,MI,0,DD,bat,normal,MI,0
557,2015,Bangalore,RCB,RCB,1,KXIP,0,KXIP,field,normal,RCB,138
558,2015,Mumbai,MI,SRH,1,RR,0,RR,field,normal,SRH,7
559,2015,Chennai,CSK,CSK,1,MI,0,CSK,bat,normal,MI,0
560,2015,Kolkata,KKR,KXIP,1,KKR,0,KXIP,bat,normal,KKR,0
561,2015,Raipur,Raipur,SRH,1,DD,0,SRH,bat,normal,SRH,6
562,2015,Mumbai,MI,RCB,1,MI,0,RCB,bat,normal,RCB,39
563,2015,Chennai,CSK,CSK,1,RR,0,CSK,bat,normal,CSK,12
564,2015,Hyderabad,SRH,SRH,1,KXIP,0,SRH,bat,normal,SRH,5
565,2015,Raipur,Raipur,CSK,1,DD,0,CSK,bat,normal,DD,0
566,2015,Chandigarh,KXIP,KXIP,1,RCB,0,RCB,field,normal,KXIP,22
567,2015,Mumbai,MI,MI,1,KKR,0,KKR,field,normal,MI,5
568,2015,Hyderabad,SRH,SRH,1,RCB,0,SRH,bat,normal,RCB,0
569,2015,Chandigarh,KXIP,KXIP,1,CSK,0,KXIP,bat,normal,CSK,0
570,2015,Mumbai,MI,RR,1,KKR,0,RR,bat,normal,RR,9
571,2015,Bangalore,RCB,DD,1,RCB,0,RCB,field,no result,,0
572,2015,Hyderabad,SRH,SRH,1,MI,0,SRH,bat,normal,MI,0
573,2015,Mumbai,MI,MI,1,CSK,0,MI,bat,normal,MI,25
574,2015,Pune,RPS,RCB,1,RR,0,RCB,bat,normal,RCB,71
575,2015,Ranchi,Ranchi,RCB,1,CSK,0,CSK,field,normal,CSK,0
576,2015,Kolkata,KKR,MI,1,CSK,0,CSK,field,normal,MI,41
577,2016,Mumbai,MI,MI,1,RPSs,0,MI,bat,normal,RPSs,0
578,2016,Kolkata,KKR,DD,1,KKR,0,KKR,field,normal,KKR,0
579,2016,Chandigarh,KXIP,KXIP,1,GL,0,GL,field,normal,GL,0
580,2016,Bangalore,RCB,RCB,1,SRH,0,SRH,field,normal,RCB,45
581,2016,Kolkata,KKR,KKR,1,MI,0,MI,field,normal,MI,0
582,2016,Rajkot,GL,RPSs,1,GL,0,RPSs,bat,normal,GL,0
583,2016,Delhi,DD,KXIP,1,DD,0,DD,field,normal,DD,0
584,2016,Hyderabad,SRH,SRH,1,KKR,0,SRH,bat,normal,KKR,0
585,2016,Mumbai,MI,MI,1,GL,0,GL,field,normal,GL,0
586,2016,Chandigarh,KXIP,RPSs,1,KXIP,0,RPSs,bat,normal,KXIP,0
587,2016,Bangalore,RCB,RCB,1,DD,0,DD,field,normal,DD,0
588,2016,Hyderabad,SRH,MI,1,SRH,0,SRH,field,normal,SRH,0
589,2016,Chandigarh,KXIP,KXIP,1,KKR,0,KKR,field,normal,KKR,0
590,2016,Mumbai,MI,RCB,1,MI,0,MI,field,normal,MI,0
591,2016,Rajkot,GL,GL,1,SRH,0,SRH,field,normal,SRH,0
592,2016,Pune,RPS,RCB,1,RPSs,0,RPSs,field,normal,RCB,13
593,2016,Delhi,DD,DD,1,MI,0,MI,field,normal,DD,10
594,2016,Hyderabad,SRH,KXIP,1,SRH,0,SRH,field,normal,SRH,0
595,2016,Rajkot,GL,RCB,1,GL,0,RCB,bat,normal,GL,0
596,2016,Pune,RPS,RPSs,1,KKR,0,KKR,field,normal,KKR,0
597,2016,Chandigarh,KXIP,MI,1,KXIP,0,KXIP,field,normal,MI,25
598,2016,Hyderabad,SRH,SRH,1,RPSs,0,RPSs,field,normal,RPSs,34
599,2016,Delhi,DD,GL,1,DD,0,DD,field,normal,GL,1
600,2016,Mumbai,MI,KKR,1,MI,0,MI,field,normal,MI,0
601,2016,Pune,RPS,RPSs,1,GL,0,GL,field,normal,GL,0
602,2016,Delhi,DD,DD,1,KKR,0,KKR,field,normal,DD,27
603,2016,Hyderabad,SRH,SRH,1,RCB,0,RCB,field,normal,SRH,15
604,2016,Rajkot,GL,KXIP,1,GL,0,GL,field,normal,KXIP,23
605,2016,Pune,RPS,RPSs,1,MI,0,MI,field,normal,MI,0
606,2016,Bangalore,RCB,RCB,1,KKR,0,KKR,field,normal,KKR,0
607,2016,Rajkot,GL,GL,1,DD,0,DD,field,normal,DD,0
608,2016,Kolkata,KKR,KKR,1,KXIP,0,KXIP,field,normal,KKR,7
609,2016,Delhi,DD,DD,1,RPSs,0,RPSs,field,normal,RPSs,0
610,2016,Hyderabad,SRH,GL,1,SRH,0,SRH,field,normal,SRH,0
611,2016,Bangalore,RCB,RPSs,1,RCB,0,RCB,field,normal,RCB,0
612,2016,Chandigarh,KXIP,KXIP,1,DD,0,DD,field,normal,KXIP,9
613,2016,Visakhapatnam,Visakhapatnam,SRH,1,MI,0,MI,field,normal,SRH,85
614,2016,Kolkata,KKR,KKR,1,GL,0,GL,field,normal,GL,0
615,2016,Chandigarh,KXIP,RCB,1,KXIP,0,KXIP,field,normal,RCB,1
616,2016,Visakhapatnam,Visakhapatnam,SRH,1,RPSs,0,SRH,bat,normal,SRH,4
617,2016,Bangalore,RCB,RCB,1,MI,0,MI,field,normal,MI,0
618,2016,Hyderabad,SRH,SRH,1,DD,0,DD,field,normal,DD,0
619,2016,Visakhapatnam,Visakhapatnam,MI,1,KXIP,0,MI,bat,normal,KXIP,0
620,2016,Bangalore,RCB,RCB,1,GL,0,GL,field,normal,RCB,144
621,2016,Kolkata,KKR,RPSs,1,KKR,0,RPSs,bat,normal,KKR,0
622,2016,Chandigarh,KXIP,KXIP,1,SRH,0,KXIP,bat,normal,SRH,0
623,2016,Visakhapatnam,Visakhapatnam,MI,1,DD,0,DD,field,normal,MI,80
624,2016,Kolkata,KKR,KKR,1,RCB,0,RCB,field,normal,RCB,0
625,2016,Visakhapatnam,Visakhapatnam,DD,1,RPSs,0,RPSs,field,normal,RPSs,19
626,2016,Bangalore,RCB,RCB,1,KXIP,0,KXIP,field,normal,RCB,82
627,2016,Kanpur,Kanpur,KKR,1,GL,0,GL,field,normal,GL,0
628,2016,Raipur,Raipur,SRH,1,DD,0,DD,field,normal,DD,0
629,2016,Visakhapatnam,Visakhapatnam,KXIP,1,RPSs,0,KXIP,bat,normal,RPSs,0
630,2016,Kanpur,Kanpur,MI,1,GL,0,GL,field,normal,GL,0
631,2016,Kolkata,KKR,KKR,1,SRH,0,SRH,field,normal,KKR,22
632,2016,Raipur,Raipur,DD,1,RCB,0,RCB,field,normal,RCB,0
633,2016,Bangalore,RCB,GL,1,RCB,0,RCB,field,normal,RCB,0
634,2016,Delhi,DD,SRH,1,KKR,0,KKR,field,normal,SRH,22
635,2016,Delhi,DD,GL,1,SRH,0,SRH,field,normal,SRH,0
636,2016,Bangalore,RCB,SRH,1,RCB,0,SRH,bat,normal,SRH,8
7894,2018,Mumbai,MI,MI,1,CSK,0,CSK,field,normal,CSK,0
7895,2018,Mohali,KXIP,DD,1,KXIP,0,KXIP,field,normal,KXIP,0
7896,2018,Kolkata,KKR,RCB,1,KKR,0,KKR,field,normal,KKR,0
7897,2018,Hyderabad,SRH,RR,1,SRH,0,SRH,field,normal,SRH,0
7898,2018,Chennai,CSK,KKR,1,CSK,0,CSK,field,normal,CSK,0
7899,2018,Jaipur,RR,RR,1,DD,0,DD,field,normal,RR,10
7900,2018,Hyderabad,SRH,MI,1,SRH,0,SRH,field,normal,SRH,0
7901,2018,Bengaluru,RCB,KXIP,1,RCB,0,RCB,field,normal,RCB,0
7902,2018,Mumbai,MI,MI,1,DD,0,DD,field,normal,DD,0
7903,2018,Kolkata,KKR,KKR,1,SRH,0,SRH,field,normal,SRH,0
7904,2018,Bengaluru,RCB,RR,1,RCB,0,RCB,field,normal,RR,19
7905,2018,Mohali,KXIP,KXIP,1,CSK,0,CSK,field,normal,KXIP,4
7906,2018,Kolkata,KKR,KKR,1,DD,0,DD,field,normal,KKR,71
7907,2018,Mumbai,MI,MI,1,RCB,0,RCB,field,normal,MI,46
7908,2018,Jaipur,RR,RR,1,KKR,0,KKR,field,normal,KKR,0
7909,2018,Mohali,KXIP,KXIP,1,SRH,0,KXIP,bat,normal,KXIP,15
7910,2018,Pune,RPS,CSK,1,RR,0,RR,field,normal,CSK,64
7911,2018,Kolkata,KKR,KKR,1,KXIP,0,KXIP,field,normal,KXIP,0
7912,2018,Bengaluru,RCB,DD,1,RCB,0,RCB,field,normal,RCB,0
7913,2018,Hyderabad,SRH,CSK,1,SRH,0,SRH,field,normal,CSK,4
7914,2018,Jaipur,RR,MI,1,RR,0,MI,bat,normal,RR,0
7915,2018,Delhi,DD,KXIP,1,DD,0,DD,field,normal,KXIP,4
7916,2018,Mumbai,MI,SRH,1,MI,0,MI,field,normal,SRH,31
7917,2018,Bengaluru,RCB,RCB,1,CSK,0,CSK,field,normal,CSK,0
7918,2018,Hyderabad,SRH,SRH,1,KXIP,0,KXIP,field,normal,SRH,13
7919,2018,Delhi,DD,DD,1,KKR,0,KKR,field,normal,DD,55
7920,2018,Pune,RPS,CSK,1,MI,0,MI,field,normal,MI,0
7921,2018,Jaipur,RR,SRH,1,RR,0,SRH,bat,normal,SRH,11
7922,2018,Bengaluru,RCB,RCB,1,KKR,0,KKR,field,normal,KKR,0
7923,2018,Pune,RPS,CSK,1,DD,0,DD,field,normal,CSK,13
7924,2018,Bengaluru,RCB,RCB,1,MI,0,MI,field,normal,RCB,14
7925,2018,Delhi,DD,DD,1,RR,0,RR,field,normal,DD,4
7926,2018,Kolkata,KKR,CSK,1,KKR,0,KKR,field,normal,KKR,0
7927,2018,Indore,Indore,KXIP,1,MI,0,MI,field,normal,MI,0
7928,2018,Pune,RPS,RCB,1,CSK,0,CSK,field,normal,CSK,0
7929,2018,Hyderabad,SRH,DD,1,SRH,0,DD,bat,normal,SRH,0
7930,2018,Mumbai,MI,MI,1,KKR,0,KKR,field,normal,MI,13
7931,2018,Indore,Indore,RR,1,KXIP,0,KXIP,field,normal,KXIP,0
7932,2018,Hyderabad,SRH,SRH,1,RCB,0,RCB,field,normal,SRH,5
7933,2018,Jaipur,RR,RR,1,KXIP,0,RR,bat,normal,RR,15
7934,2018,Kolkata,KKR,MI,1,KKR,0,KKR,field,normal,MI,102
7935,2018,Delhi,DD,DD,1,SRH,0,DD,bat,normal,SRH,0
7936,2018,Jaipur,RR,CSK,1,RR,0,CSK,bat,normal,RR,0
7937,2018,Indore,Indore,KKR,1,KXIP,0,KXIP,field,normal,KKR,31
7938,2018,Delhi,DD,DD,1,RCB,0,RCB,field,normal,RCB,0
7939,2018,Pune,RPS,SRH,1,CSK,0,CSK,field,normal,CSK,0
7940,2018,Mumbai,MI,MI,1,RR,0,RR,field,normal,RR,0
7941,2018,Indore,Indore,KXIP,1,RCB,0,RCB,field,normal,RCB,0
7942,2018,Kolkata,KKR,RR,1,KKR,0,KKR,field,normal,KKR,0
7943,2018,Mumbai,MI,MI,1,KXIP,0,KXIP,field,normal,MI,3
7944,2018,Bengaluru,RCB,RCB,1,SRH,0,SRH,field,normal,RCB,14
7945,2018,Delhi,DD,DD,1,CSK,0,CSK,field,normal,DD,34
7946,2018,Jaipur,RR,RR,1,RCB,0,RR,bat,normal,RR,30
7947,2018,Hyderabad,SRH,SRH,1,KKR,0,SRH,bat,normal,KKR,0
7948,2018,Delhi,DD,DD,1,MI,0,DD,bat,normal,DD,11
7949,2018,Pune,RPS,KXIP,1,CSK,0,CSK,field,normal,CSK,0
7950,2018,Mumbai,MI,SRH,1,CSK,0,CSK,field,normal,CSK,0
7951,2018,Kolkata,KKR,KKR,1,RR,0,RR,field,normal,KKR,25
7952,2018,Kolkata,KKR,SRH,1,KKR,0,KKR,field,normal,SRH,14
7953,2018,Mumbai,MI,SRH,1,CSK,0,CSK,field,normal,CSK,0
11137,2019,Chennai,CSK,RCB,1,CSK,0,CSK,field,normal,CSK,0
11138,2019,Kolkata,KKR,SRH,1,KKR,0,KKR,field,normal,KKR,0
11139,2019,Mumbai,MI,DD,1,MI,0,MI,field,normal,DD,37
11140,2019,Jaipur,RR,KXIP,1,RR,0,RR,field,normal,KXIP,14
11141,2019,Delhi,DD,DD,1,CSK,0,DD,bat,normal,CSK,0
11142,2019,Kolkata,KKR,KKR,1,KXIP,0,KXIP,field,normal,KKR,28
11143,2019,Bengaluru,RCB,MI,1,RCB,0,RCB,field,normal,MI,6
11144,2019,Hyderabad,SRH,RR,1,SRH,0,RR,bat,normal,SRH,0
11145,2019,Mohali,KXIP,MI,1,KXIP,0,KXIP,field,normal,KXIP,0
11146,2019,Delhi,DD,KKR,1,DD,0,DD,field,tie,DD,0
11147,2019,Hyderabad,SRH,SRH,1,RCB,0,RCB,field,normal,SRH,118
11148,2019,Chennai,CSK,CSK,1,RR,0,RR,field,normal,CSK,8
11149,2019,Mohali,KXIP,KXIP,1,DD,0,DD,field,normal,KXIP,14
11150,2019,Jaipur,RR,RCB,1,RR,0,RR,field,normal,RR,0
11151,2019,Mumbai,MI,MI,1,CSK,0,CSK,field,normal,MI,37
11152,2019,Delhi,DD,DD,1,SRH,0,SRH,field,normal,SRH,0
11153,2019,Bengaluru,RCB,RCB,1,KKR,0,KKR,field,normal,KKR,0
11309,2019,Chennai,CSK,CSK,1,KXIP,0,CSK,bat,normal,CSK,22
11310,2019,Hyderabad,SRH,MI,1,SRH,0,SRH,field,normal,MI,40
11311,2019,Bengaluru,RCB,RCB,1,DD,0,DD,field,normal,DD,0
11312,2019,Jaipur,RR,RR,1,KKR,0,KKR,field,normal,KKR,0
11313,2019,Mohali,KXIP,SRH,1,KXIP,0,KXIP,field,normal,KXIP,0
11314,2019,Chennai,CSK,KKR,1,CSK,0,CSK,field,normal,CSK,0
11315,2019,Mumbai,MI,KXIP,1,MI,0,MI,field,normal,MI,0
11316,2019,Jaipur,RR,RR,1,CSK,0,CSK,field,normal,CSK,0
11317,2019,Kolkata,KKR,KKR,1,DD,0,DD,field,normal,DD,0
11318,2019,Mumbai,MI,MI,1,RR,0,RR,field,normal,RR,0
11319,2019,Mohali,KXIP,KXIP,1,RCB,0,RCB,field,normal,RCB,0
11320,2019,Kolkata,KKR,KKR,1,CSK,0,CSK,field,normal,CSK,0
11321,2019,Hyderabad,SRH,DD,1,SRH,0,SRH,field,normal,DD,39
11322,2019,Mumbai,MI,RCB,1,MI,0,MI,field,normal,MI,0
11323,2019,Mohali,KXIP,KXIP,1,RR,0,RR,field,normal,KXIP,12
11324,2019,Hyderabad,SRH,CSK,1,SRH,0,CSK,bat,normal,SRH,0
11325,2019,Delhi,DD,MI,1,DD,0,MI,bat,normal,MI,40
11326,2019,Kolkata,KKR,RCB,1,KKR,0,KKR,field,normal,RCB,10
11327,2019,Jaipur,RR,MI,1,RR,0,RR,field,normal,RR,0
11328,2019,Delhi,DD,KXIP,1,DD,0,DD,field,normal,DD,0
11329,2019,Hyderabad,SRH,KKR,1,SRH,0,SRH,field,normal,SRH,0
11330,2019,Bengaluru,RCB,RCB,1,CSK,0,CSK,field,normal,RCB,1
11331,2019,Jaipur,RR,RR,1,DD,0,DD,field,normal,DD,0
11332,2019,Chennai,CSK,SRH,1,CSK,0,CSK,field,normal,CSK,0
11333,2019,Bengaluru,RCB,RCB,1,KXIP,0,KXIP,field,normal,RCB,17
11334,2019,Kolkata,KKR,KKR,1,RR,0,RR,field,normal,RR,0
11335,2019,Chennai,CSK,MI,1,CSK,0,CSK,field,normal,MI,46
11336,2019,Jaipur,RR,SRH,1,RR,0,RR,field,normal,RR,0
11337,2019,Delhi,DD,DD,1,RCB,0,DD,bat,normal,DD,16
11338,2019,Kolkata,KKR,KKR,1,MI,0,MI,field,normal,KKR,34
11339,2019,Hyderabad,SRH,SRH,1,KXIP,0,KXIP,field,normal,SRH,45
11340,2019,Bengaluru,RCB,RCB,1,RR,0,RR,field,no result,,0
11341,2019,Chennai,CSK,CSK,1,DD,0,DD,field,normal,CSK,80
11342,2019,Mumbai,MI,MI,1,SRH,0,MI,bat,tie,MI,0
11343,2019,Mohali,KXIP,KXIP,1,KKR,0,KKR,field,normal,KKR,0
11344,2019,Delhi,DD,RR,1,DD,0,RR,bat,normal,DD,0
11345,2019,Bengaluru,RCB,SRH,1,RCB,0,RCB,field,normal,RCB,0
11346,2019,Mohali,KXIP,CSK,1,KXIP,0,KXIP,field,normal,KXIP,0
11347,2019,Mumbai,MI,KKR,1,MI,0,MI,field,normal,MI,0
11412,2019,Chennai,CSK,CSK,1,MI,0,CSK,bat,normal,MI,0
11413,2019,Visakhapatnam,Visakhapatnam,SRH,1,DD,0,DD,field,normal,DD,0
11414,2019,Visakhapatnam,Visakhapatnam,DD,1,CSK,0,CSK,field,normal,CSK,0
11415,2019,Hyderabad,SRH,MI,1,CSK,0,MI,bat,normal,MI,1
